Subject,subjectType,predicate,object,objectType,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val
para:Fuel_Sensor,owl:Class,rdfs:subClassOf,brick:Sensor,,rdfs:label_en,Fuel Sensor,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Fuel_Oil_System,owl:Class,rdfs:subClassOf,brick:System,,rdfs:label_en,Fuel Oil System,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Fuel_Meter,owl:Class,rdfs:subClassOf,brick:Meter,,rdfs:label_en,Fuel Meter,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Frequency_sensor_L3,owl:Class,rdfs:subClassOf,brick:Frequency_Sensor,,rdfs:label_en,Frequency sensor L3,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Frequency_sensor_L2,owl:Class,rdfs:subClassOf,brick:Frequency_Sensor,,rdfs:label_en,Frequency sensor L2,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Frequency_sensor_L1,owl:Class,rdfs:subClassOf,brick:Frequency_Sensor,,rdfs:label_en,Frequency sensor L1,,,,,,,,,,,,,,,,,,,,,,,,,,
para:format,owl:DatatypeProperty,rdfs:subClassOf,brick:timestamp,,rdfs:label_en,Format,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Feeder_Pillar,owl:Class,rdfs:subClassOf,brick:Electrical_Equipment,,rdfs:label_en,Feeder Pillar,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Fan_Mode_Operation_Hours,owl:Class,rdfs:subClassOf,para:Operation_Hours,,rdfs:label_en,Fan Mode Operating Duration,,,,,,,,,,,,,,,,,,,,,,,,,,
para:fan_failure,owl:Class,rdfs:subClassOf,brick:Failure_Alarm,,rdfs:label_en,Fan Failure,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Failure_Frequency,owl:Class,rdfs:subClassOf,brick:Frequency,,rdfs:label_en,Failure Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Engine_Speed_Sensor,owl:Class,rdfs:subClassOf,brick:Speed_Sensor,,rdfs:label_en,Engine Speed Sensor,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Energy_KPI,owl:Class,rdfs:subClassOf,para:KPI,,rdfs:label_en,Energy KPI,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Energy_Generation_Sensor_Forecast,owl:Class,rdfs:subClassOf,brick:Energy_Generation_Sensor,,rdfs:label_en,Energy Generation Forecast,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Emergency_Trip_Status,owl:Class,rdfs:subClassOf,para:Trip_Status,,rdfs:label_en,Emergency Trip Status,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Emergency_Switch_Status,owl:Class,rdfs:subClassOf,brick:Switch_Status,,rdfs:label_en,Emergency Switch Status,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Elevator_System,owl:Class,rdfs:subClassOf,brick:System,,rdfs:label_en,Elevator System,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Electrical_Energy_Usage_Sensor_Forecast,owl:Class,rdfs:subClassOf,brick:Electrical_Energy_Usage_Sensor,,rdfs:label_en,Electrical Energy Usage Forecast,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Electric_Power_Target,owl:Class,rdfs:subClassOf,brick:Electric_Power_Sensor,,rdfs:label_en,Electric Power Target,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Electric_Power_Sensor_Pred,owl:Class,rdfs:subClassOf,brick:Electric_Power_Sensor,,rdfs:label_en,Predicted Power Demand,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Electric_Power_Sensor_Forecast,owl:Class,rdfs:subClassOf,brick:Electric_Power_Sensor,,rdfs:label_en,Electric Power Forecast,,,,,,,,,,,,,,,,,,,,,,,,,,
para:EGP-PER-M3,qudt:Unit,rdf:type,qudt:Unit,,qudt:symbol,EGP/m3,,,,,,,,,,,,,,,,,,,,,,,,,,
para:EGP-PER-KiloWt-HR,qudt:Unit,rdf:type,qudt:Unit,,qudt:symbol,EGP/kWt·hr,,,,,,,,,,,,,,,,,,,,,,,,,,
para:EGP-PER-KiloW-HR,qudt:Unit,rdf:type,qudt:Unit,,qudt:symbol,EGP/kW·hr,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Domestic_Water_System,owl:Class,rdfs:subClassOf,brick:Water_System,,rdfs:label_en,Domestic_Water_System,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Differential_Pressure_Setpoint_02,owl:Class,rdfs:subClassOf,brick:Differential_Pressure_Setpoint,,rdfs:label_en,Differential Pressure Sensor Setpoint 02,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Differential_Pressure_Setpoint_01,owl:Class,rdfs:subClassOf,brick:Differential_Pressure_Setpoint,,rdfs:label_en,Differential Pressure Sensor Setpoint 01,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Differential_Pressure_Sensor_02,owl:Class,rdfs:subClassOf,brick:Differential_Pressure_Sensor,,rdfs:label_en,Differential Pressure Sensor 02,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Differential_Pressure_Sensor_01,owl:Class,rdfs:subClassOf,brick:Differential_Pressure_Sensor,,rdfs:label_en,Differential Pressure Sensor 01,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Departure_Time,owl:Class,rdfs:subClassOf,brick:Point,,rdfs:label_en,Occupancy Departure Time,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Dehumidification_Mode_Status,owl:Class,rdfs:subClassOf,brick:Operating_Mode_Status,,rdfs:label_en,Dehumidification Mode Status,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Dehumid_Mode_Operation_Hours,owl:Class,rdfs:subClassOf,para:Operation_Hours,,rdfs:label_en,Dehumidification Operationg Duration,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Degree_Days,owl:Class,rdfs:subClassOf,brick:Point,,rdfs:label_en,Degree Days,,,,,,,,,,,,,,,,,,,,,,,,,,
para:DC_Battery_System,owl:Class,rdfs:subClassOf,brick:Energy_Storage,,rdfs:label_en,DC Battery System,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Data-Center_Meter,owl:Class,rdfs:subClassOf,brick:Electrical_Meter,,rdfs:label_en,Data Center Electrical Meter,,,,,,,,,,,,,,,,,,,,,,,,,,
para:COP,owl:Class,rdfs:subClassOf,brick:Point,,rdfs:label_en,Coefficient of Performance (COP),,,,,,,,,,,,,,,,,,,,,,,,,,
para:Cooling_Mode_Operation_Hours,owl:Class,rdfs:subClassOf,para:Operation_Hours,,rdfs:label_en,Cooling Mode Operating Duration,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Coolant_Temperature_Sensor,owl:Class,rdfs:subClassOf,brick:Temperature_Sensor,,rdfs:label_en,Coolant Temperature Sensor,,,,,,,,,,,,,,,,,,,,,,,,,,
para:contributionFraction,owl:Class,rdfs:subClassOf,brick:Point,,rdfs:label_en,Contribution Fraction,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Common_Util_Meter,owl:Class,rdfs:subClassOf,brick:Electrical_Meter,,rdfs:label_en,Common Utilities Electrical Meter,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Command_Priority_Array_13,owl:Class,rdfs:subClassOf,rec:PointOfInterest,,rdfs:label_en,Command Priority Array 13,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Command_Priority_Array_12,owl:Class,rdfs:subClassOf,rec:PointOfInterest,,rdfs:label_en,Command Priority Array 12,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Command_Priority_Array_08,owl:Class,rdfs:subClassOf,rec:PointOfInterest,,rdfs:label_en,Command Priority Array 08,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Command_Overriden_Status,owl:Class,rdfs:subClassOf,brick:Overridden_Status,,rdfs:label_en,Command Overridden Status,,,,,,,,,,,,,,,,,,,,,,,,,,
para:CO2_KPI,owl:Class,rdfs:subClassOf,para:OW_KPI,,rdfs:label_en,,,,,,,,,,,,,,,,,,,,,,,,,,,
para:CO_Level_Sensor_05,owl:Class,rdfs:subClassOf,brick:CO_Level_Sensor,,rdfs:label_en,CO Sensor 05,,,,,,,,,,,,,,,,,,,,,,,,,,
para:CO_Level_Sensor_04,owl:Class,rdfs:subClassOf,brick:CO_Level_Sensor,,rdfs:label_en,CO Sensor 04,,,,,,,,,,,,,,,,,,,,,,,,,,
para:CO_Level_Sensor_03,owl:Class,rdfs:subClassOf,brick:CO_Level_Sensor,,rdfs:label_en,CO Sensor 03,,,,,,,,,,,,,,,,,,,,,,,,,,
para:CO_Level_Sensor_02,owl:Class,rdfs:subClassOf,brick:CO_Level_Sensor,,rdfs:label_en,CO Sensor 02,,,,,,,,,,,,,,,,,,,,,,,,,,
para:CO_Level_Sensor_01,owl:Class,rdfs:subClassOf,brick:CO_Level_Sensor,,rdfs:label_en,CO Sensor 01,,,,,,,,,,,,,,,,,,,,,,,,,,
para:CO_High_Limit_Setpoint,owl:Class,rdfs:subClassOf,brick:Setpoint,,rdfs:label_en,CO High Limit Setpoint,,,,,,,,,,,,,,,,,,,,,,,,,,
para:CHW_Meter,owl:Class,rdfs:subClassOf,brick:Thermal_Power_Meter,,rdfs:label_en,Chilled Water Thermal Power Meter,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Chilled_Water_Return_Temperature_Sensor_02,owl:Class,rdfs:subClassOf,brick:Chilled_Water_Return_Temperature_Sensor,,rdfs:label_en,Chilled Water Return Temperature Sensor 02,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Chilled_Water_Return_Temperature_Sensor_01,owl:Class,rdfs:subClassOf,brick:Chilled_Water_Return_Temperature_Sensor,,rdfs:label_en,Chilled Water Return Temperature Sensor 01,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Chilled_Water_Loop_Network,owl:Class,rdfs:subClassOf,brick:HVAC_Equipment,,rdfs:label_en,Chilled Water Loop Network,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Charger_failure,owl:Class,rdfs:subClassOf,brick:Failure_Alarm,,rdfs:label_en,Charger failure,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Charge_Alarm,owl:Class,rdfs:subClassOf,brick:Alarm,,rdfs:label_en,Charge Alarm,,,,,,,,,,,,,,,,,,,,,,,,,,
para:CDD_DEGC_CALC,qudt:Unit,rdf:type,qudt:Unit,,qudt:symbol,°C·Days,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Bypass_Trip_Status,owl:Class,rdfs:subClassOf,para:Trip_Status,,rdfs:label_en,Bypass Trip Status,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Bypass_Switch_Status,owl:Class,rdfs:subClassOf,brick:Switch_Status,,rdfs:label_en,Bypass Switch Status,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Bypass_Mode,owl:Class,rdfs:subClassOf,brick:Mode_Status,,rdfs:label_en,Bypass Mode,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Building_Operating_Schedule_Bit,owl:Class,rdfs:subClassOf,brick:Point,,rdfs:label_en,Building Operating Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Battery_Mode,owl:Class,rdfs:subClassOf,brick:Mode_Status,,rdfs:label_en,Battery Mode,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Battery_EOL_Alarm,owl:Class,rdfs:subClassOf,brick:Alarm,,rdfs:label_en,Battery EOL Alarm,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Battery_Bypass_Alarm,owl:Class,rdfs:subClassOf,brick:Alarm,,rdfs:label_en,Battery Bypass Alarm,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Avg_Power_Factor_Sensor,owl:Class,rdfs:subClassOf,brick:Power_Factor_Sensor,,rdfs:label_en,Avg Power Factor Sensor,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Auto_Status,owl:Class,rdfs:subClassOf,brick:Manual_Auto_Status,,rdfs:label_en,Automatic Status,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Arrival_Time,owl:Class,rdfs:subClassOf,brick:Point,,rdfs:label_en,Occupancy Arrival Time,,,,,,,,,,,,,,,,,,,,,,,,,,
para:AHU_Zone,owl:Class,rdfs:subClassOf,rec:Zone,,rdfs:label_en,AHU Zone,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Activation_Frequency,owl:Class,rdfs:subClassOf,brick:Frequency,,rdfs:label_en,Activation Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Access_Control_System,owl:Class,rdfs:subClassOf,brick:System,,rdfs:label_en,Access Control System,,,,,,,,,,,,,,,,,,,,,,,,,,
para:3P_Voltage_Sensor,owl:Class,rdfs:subClassOf,brick:Voltage_Sensor,,rdfs:label_en,3P Voltage Sensor,,,,,,,,,,,,,,,,,,,,,,,,,,
para:3P_Current_Sensor,owl:Class,rdfs:subClassOf,brick:Current_Sensor,,rdfs:label_en,3P Current Sensor,,,,,,,,,,,,,,,,,,,,,,,,,,
para:heartBeat,owl:Class,rdfs:subClassOf,brick:Point,,rdfs:label_en,Heart Beat,,,,,,,,,,,,,,,,,,,,,,,,,,
para:C_C_Property,owl:DatatypeProperty,rdfs:subPropertyOf,rdf:Property,,rdfs:label_en,PARA base property for all C&C metadata,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Point_Data_Type,owl:DatatypeProperty,rdfs:subPropertyOf,rdf:Property,,rdfs:label_en,"Data type (Boolean, Analog or Multistate)",,,,,,,,,,,,,,,,,,,,,,,,,,
para:C_C_Override-White-List,owl:DatatypeProperty,rdfs:subPropertyOf,para:C_C_Property,,rdfs:label_en,PARA base property for all C&C Overridable Points,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Min_Value,owl:DatatypeProperty,rdfs:subPropertyOf,para:C_C_Property,,rdfs:label_en,Minimum allowed value,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Max_Value,owl:DatatypeProperty,rdfs:subPropertyOf,para:C_C_Property,,rdfs:label_en,Maximum allowed value,,,,,,,,,,,,,,,,,,,,,,,,,,
para:Increment,owl:DatatypeProperty,rdfs:subPropertyOf,para:C_C_Property,,rdfs:label_en,Step value,,,,,,,,,,,,,,,,,,,,,,,,,,
para:index,owl:DatatypeProperty,rdfs:subPropertyOf,para:C_C_Property,,rdfs:label_en,State Index,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:Zone-C_Occupancy-Virtual-Sensor_Occupancy-Flag,brick:Occupancy_Status,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,OWOCCSTATUS_BIT_CALC,,,para:hasEntityId,Zone-C,,,,,,,,,,,,,,,,,,,,
entity:Zone-C_Occupancy-Virtual-Sensor_Occupancy-Count,brick:Occupancy_Count_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,IN_EMPCOUNT,,,para:hasEntityId,Zone-C,,,,,,,,,,,,,,,,,,,,
entity:Zone-C_Occupancy-Virtual-Sensor,brick:Occupancy_Sensor_Equipment,brick:isPartOf,entity:Access-Control,para:Access_Control_System,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:Zone-C_Occupancy-Virtual-Sensor,brick:Occupancy_Sensor_Equipment,brick:hasPoint,entity:Zone-C_Occupancy-Virtual-Sensor_Occupancy-Flag,brick:Occupancy_Status,,,rdfs:label_en,Occupied Status,,,brick:hasUnit,unit:UNITLESS,,,,,,,,,,,,,,,,,,,,
entity:Zone-C_Occupancy-Virtual-Sensor,brick:Occupancy_Sensor_Equipment,brick:hasPoint,entity:Zone-C_Occupancy-Virtual-Sensor_Occupancy-Count,brick:Occupancy_Count_Sensor,,,rdfs:label_en,Occupancy Count,,,brick:hasUnit,unit:UNITLESS,,,,,,,,,,,,,,,,,,,,
entity:Zone-C,rec:Zone,rec:isPartOf,entity:Dar-Cairo,rec:Building,rdfs:label_en,Zone C,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:Zone-B_Occupancy-Virtual-Sensor_Occupancy-Flag,brick:Occupancy_Status,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,OWOCCSTATUS_BIT_CALC,,,para:hasEntityId,Zone-B,,,,,,,,,,,,,,,,,,,,
entity:Zone-B_Occupancy-Virtual-Sensor_Occupancy-Count,brick:Occupancy_Count_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,IN_EMPCOUNT,,,para:hasEntityId,Zone-B,,,,,,,,,,,,,,,,,,,,
entity:Zone-B_Occupancy-Virtual-Sensor,brick:Occupancy_Sensor_Equipment,brick:isPartOf,entity:Access-Control,para:Access_Control_System,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:Zone-B_Occupancy-Virtual-Sensor,brick:Occupancy_Sensor_Equipment,brick:hasPoint,entity:Zone-B_Occupancy-Virtual-Sensor_Occupancy-Flag,brick:Occupancy_Status,,,rdfs:label_en,Occupied Status,,,brick:hasUnit,unit:UNITLESS,,,,,,,,,,,,,,,,,,,,
entity:Zone-B_Occupancy-Virtual-Sensor,brick:Occupancy_Sensor_Equipment,brick:hasPoint,entity:Zone-B_Occupancy-Virtual-Sensor_Occupancy-Count,brick:Occupancy_Count_Sensor,,,rdfs:label_en,Occupancy Count,,,brick:hasUnit,unit:UNITLESS,,,,,,,,,,,,,,,,,,,,
entity:Zone-B,rec:Zone,rec:isPartOf,entity:Dar-Cairo,rec:Building,rdfs:label_en,Zone B,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:Zone-A_Occupancy-Virtual-Sensor_Occupancy-Flag,brick:Occupancy_Status,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,OWOCCSTATUS_BIT_CALC,,,para:hasEntityId,Zone-A,,,,,,,,,,,,,,,,,,,,
entity:Zone-A_Occupancy-Virtual-Sensor_Occupancy-Count,brick:Occupancy_Count_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,IN_EMPCOUNT,,,para:hasEntityId,Zone-A,,,,,,,,,,,,,,,,,,,,
entity:Zone-A_Occupancy-Virtual-Sensor,brick:Occupancy_Sensor_Equipment,brick:isPartOf,entity:Access-Control,para:Access_Control_System,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:Zone-A_Occupancy-Virtual-Sensor,brick:Occupancy_Sensor_Equipment,brick:hasPoint,entity:Zone-A_Occupancy-Virtual-Sensor_Occupancy-Flag,brick:Occupancy_Status,,,rdfs:label_en,Occupied Status,,,brick:hasUnit,unit:UNITLESS,,,,,,,,,,,,,,,,,,,,
entity:Zone-A_Occupancy-Virtual-Sensor,brick:Occupancy_Sensor_Equipment,brick:hasPoint,entity:Zone-A_Occupancy-Virtual-Sensor_Occupancy-Count,brick:Occupancy_Count_Sensor,,,rdfs:label_en,Occupancy Count,,,brick:hasUnit,unit:UNITLESS,,,,,,,,,,,,,,,,,,,,
entity:Zone-A,rec:Zone,rec:isPartOf,entity:Dar-Cairo,rec:Building,rdfs:label_en,Zone A,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:WINDOW-FL4-01_Open-Status,brick:Open_Close_Status,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,Sta_BIT_RAW,,,para:hasEntityId,Window_2(4th-_floor),,,,,,,,,,,,,,,,,,,,
entity:WINDOW-FL4-01,rec:Window,rec:locatedIn,entity:Dar-Cairo_Floor-4,,rec:modelNumber,Undefined,,,rec:manufacturedBy,Undefined,,,brick:aliasOf,Window_2(4th-_floor),,,,,,,,,,,,,,,,,,
entity:WINDOW-FL4-01,rec:Window,brick:hasPoint,entity:WINDOW-FL4-01_Open-Status,brick:Open_Close_Status,,,rdfs:label_en,Window FL4 01 Open Status,,,brick:hasUnit,unit:UNITLESS,,,,,,,,,,,,,,,,,,,,
entity:WINDOW-FL4-01,rec:Window,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,,,,,ref:ifcName,WINDOW-FL4-01,,,,,,,,,,,,,,,,,,,,
entity:WINDOW-FL2-01_Open-Status,brick:Open_Close_Status,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,Sta_BIT_RAW,,,para:hasEntityId,Window_1(2nd_Floor),,,,,,,,,,,,,,,,,,,,
entity:WINDOW-FL2-01,rec:Window,rec:locatedIn,entity:Dar-Cairo_Floor-2,,rec:modelNumber,Undefined,,,rec:manufacturedBy,Undefined,,,brick:aliasOf,Window_1(2nd_Floor),,,,,,,,,,,,,,,,,,
entity:WINDOW-FL2-01,rec:Window,brick:hasPoint,entity:WINDOW-FL2-01_Open-Status,brick:Open_Close_Status,,,rdfs:label_en,Window FL2 01 Open Status,,,brick:hasUnit,unit:UNITLESS,,,,,,,,,,,,,,,,,,,,
entity:WINDOW-FL2-01,rec:Window,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,,,,,ref:ifcName,WINDOW-FL2-01,,,,,,,,,,,,,,,,,,,,
entity:Water_System,brick:Water_System,brick:isPartOf,entity:Smart-Village,rec:Site,rdfs:label_en,Water System,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:Water_System,brick:Water_System,brick:hasPart,entity:Domestic_Hot_Water_System,brick:Domestic_Hot_Water_System,,,rdfs:label_en,Domestic Hot Water System,,,,,,,,,,,,,,,,,,,,,,,,
entity:Water_System,brick:Water_System,brick:hasPart,entity:Domestic_Water_System,para:Domestic_Water_System,,,rdfs:label_en,Domestic Water System,,,,,,,,,,,,,,,,,,,,,,,,
entity:Water_System,brick:Water_System,brick:hasPart,entity:Grey-Water-System,para:Grey_water_System,,,rdfs:label_en,Grey water System,,,,,,,,,,,,,,,,,,,,,,,,
entity:Water_System,brick:Water_System,brick:hasPart,entity:Sump-System,para:Sump_System,,,rdfs:label_en,Sump System,,,,,,,,,,,,,,,,,,,,,,,,
entity:Utilities,para:Util_Type,brick:hasPart,entity:CHW_Util,para:Util_Type,,,rdfs:label_en,Chilled Water,,,,,,,,,,,,,,,,,,,,,,,,
entity:Utilities,para:Util_Type,brick:hasPart,entity:HW_Util,para:Util_Type,,,rdfs:label_en,Hot Water,,,,,,,,,,,,,,,,,,,,,,,,
entity:Utilities,para:Util_Type,brick:hasPart,entity:Elec_Util,para:Util_Type,,,rdfs:label_en,Electricity,,,,,,,,,,,,,,,,,,,,,,,,
entity:Utilities,para:Util_Type,brick:hasPart,entity:Fuel_Util,para:Util_Type,,,rdfs:label_en,Fuel,,,,,,,,,,,,,,,,,,,,,,,,
entity:Utilities,para:Util_Type,brick:hasPart,entity:Gas_Util,para:Util_Type,,,rdfs:label_en,Gas,,,,,,,,,,,,,,,,,,,,,,,,
entity:Utilities,para:Util_Type,brick:hasPart,entity:Water_Util,para:Util_Type,,,rdfs:label_en,Fuel,,,,,,,,,,,,,,,,,,,,,,,,
entity:USDP-B2-C-11,para:Sub_Main_Distribution_Board,brick:isPartOf,entity:Electrical_System,brick:Electrical_System,rdfs:label_en,USDP-B2-C-11,,,,,,,rec:installationDate,41275,,,,,,,,,,,,,,,,,,
entity:USDP-B2-C-11,para:Sub_Main_Distribution_Board,rec:isFedBy,entity:UDP-B1-C-11,para:Sub_Main_Distribution_Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:USDP-B2-C-11,para:Sub_Main_Distribution_Board,rec:locatedIn,entity:Dar-Cairo_Basement-2-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:USDP-B2-C-11,para:Sub_Main_Distribution_Board,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,,,,,ref:ifcName,USDP-B2-C-11,,,,,,,,,,,,,,,,,,,,
entity:UPS-02-Trip-Status,para:Trip_Status,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,UPSTRIP_RAW_str,,,para:hasEntityId,UPS_2,,,,,,,,,,,,,,,,,,,,
entity:UPS-02-Power-Failure,brick:Off_Command,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,POWERFAIL_RAW_str,,,para:hasEntityId,UPS_2,,,,,,,,,,,,,,,,,,,,
entity:UPS-02-Open-Close-Status,brick:Open_Close_Status,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,Sta_BIT_RAW,,,para:hasEntityId,UPS_2,,,,,,,,,,,,,,,,,,,,
entity:UPS-02-Low-DC-Battery,brick:On_Command,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,LOWDCBATT_RAW_str,,,para:hasEntityId,UPS_2,,,,,,,,,,,,,,,,,,,,
entity:UPS-02-General-Aarm,para:Trip_Status,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,GENALRM_RAW_str,,,para:hasEntityId,UPS_2,,,,,,,,,,,,,,,,,,,,
entity:UPS-02-Charge-Alarm,brick:Open_Close_Status,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CHARGERFAIL_RAW_str,,,para:hasEntityId,UPS_2,,,,,,,,,,,,,,,,,,,,
entity:UPS-02_UPS-System-Off,para:UPS_Off_Status,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,UPSSysOff_BIT_RAW,,,para:hasEntityId,UPS_2,,,,,,,,,,,,,,,,,,,,
entity:UPS-02_UPS-Status,para:UPS_Status,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,Status_BIT_RAW,,,para:hasEntityId,UPS_2,,,,,,,,,,,,,,,,,,,,
entity:UPS-02_UPS-Output-Off,para:Output_Off_Status,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,UPSOutOff_BIT_RAW,,,para:hasEntityId,UPS_2,,,,,,,,,,,,,,,,,,,,
entity:UPS-02_UPS-Off-as-requested,para:UPS_Off_Command,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,UPSOffReq_BIT_RAW,,,para:hasEntityId,UPS_2,,,,,,,,,,,,,,,,,,,,
entity:UPS-02_Temperature,para:UPS_Temperature_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,TempDeg_DEGC_RAW,,,para:hasEntityId,UPS_2,,,,,,,,,,,,,,,,,,,,
entity:UPS-02_Powerfail-Counter,qudt:CountingUnit,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CntPf_NO_RAW,,,para:hasEntityId,UPS_2,,,,,,,,,,,,,,,,,,,,
entity:UPS-02_Over-Temperature,para:UPS_Temperature_Alarm,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,OVERTEMP_RAW_str,,,para:hasEntityId,UPS_2,,,,,,,,,,,,,,,,,,,,
entity:UPS-02_Output-Overload,brick:Overload_Alarm,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,OVERLOAD_RAW_str,,,para:hasEntityId,UPS_2,,,,,,,,,,,,,,,,,,,,
entity:UPS-02_Output-Off-as-requested,para:Output_Off_Command,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,OutOffReq_BIT_RAW,,,para:hasEntityId,UPS_2,,,,,,,,,,,,,,,,,,,,
